3	0	negative
3	1	negative
3	2	negative
3	3	negative
3	4	negative
3	5	negative
6	6	positive
6	7	negative
6	8	negative
11	4	negative
11	5	negative
11	7	negative
11	8	negative
11	9	negative
11	10	negative
11	12	negative
11	13	negative
11	14	positive
11	15	positive
16	12	positive
16	13	positive
16	44	negative
17	14	positive
17	15	positive
17	17	negative
17	18	negative
17	19	negative
17	20	negative
17	21	positive
17	22	positive
17	23	positive
17	24	negative
17	26	positive
17	11	dual
11	17	negative
24	24	negative
24	26	positive
25	17	negative
25	24	negative
25	25	negative
25	27	negative
25	28	negative
25	29	negative
25	30	negative
25	31	negative
27	35	negative
27	36	negative
27	37	negative
30	30	negative
30	31	negative
30	32	negative
30	33	negative
30	34	negative
26	38	positive
26	39	positive
26	40	positive
26	41	positive
26	42	positive
26	43	positive
26	44	positive
26	45	positive
26	46	positive
26	47	positive
44	38	positive
44	39	positive
44	40	positive
44	41	positive
44	42	positive
44	43	positive
44	44	positive
26	48	positive
48	41	positive
48	42	positive
48	43	positive
48	48	positive
26	25	positive

