2048 4130
2.0166015625 2.0166015625
92.40937592099945
2048 4019
1.96240234375 1.96240234375
80.95713503720181
2048 4075
1.98974609375 1.98974609375
79.07426176450099
2048 4202
2.0517578125 2.0517578125
93.4681255286996
2048 4073
1.98876953125 1.98876953125
80.65649146529904
2048 4106
2.0048828125 2.0048828125
90.80593137919786
2048 4139
2.02099609375 2.02099609375
165.8316188541008
2048 4099
2.00146484375 2.00146484375
78.89547077760217
2048 3994
1.9501953125 1.9501953125
87.65708889320085
2048 3996
1.951171875 1.951171875
78.89969055709953
2048 4006
1.9560546875 1.9560546875
91.12242745030089
2048 4137
2.02001953125 2.02001953125
90.4970855106978
2048 3933
1.92041015625 1.92041015625
91.40091061379935
2048 4166
2.0341796875 2.0341796875
76.37504338840081
2048 4107
2.00537109375 2.00537109375
92.53075809819856
2048 3982
1.9443359375 1.9443359375
79.50530346240267
2048 4014
1.9599609375 1.9599609375
91.33619935610041
2048 3940
1.923828125 1.923828125
77.81374555439979
2048 4028
1.966796875 1.966796875
81.07059060650063
2048 4177
2.03955078125 2.03955078125
77.35891011640197
