128 241
1.8828125 1.8828125
0.20193729010061362
128 270
2.109375 2.109375
0.2146231397986412
128 250
1.953125 1.953125
0.27141011619823985
128 239
1.8671875 1.8671875
0.2710116606001975
128 234
1.828125 1.828125
0.17966967159882188
128 239
1.8671875 1.8671875
0.18376986229850445
128 246
1.921875 1.921875
0.21388487530057318
128 240
1.875 1.875
0.2662561170000117
128 235
1.8359375 1.8359375
0.2800901139009511
128 244
1.90625 1.90625
0.21132338409952353
128 270
2.109375 2.109375
0.2256202763004694
128 262
2.046875 2.046875
0.2687803929002257
128 265
2.0703125 2.0703125
0.2199172221007757
128 241
1.8828125 1.8828125
0.2315838654001709
128 251
1.9609375 1.9609375
0.2185086465004133
128 258
2.015625 2.015625
0.22233905250031966
128 278
2.171875 2.171875
0.18230581269890536
128 246
1.921875 1.921875
0.21486582530196757
128 261
2.0390625 2.0390625
0.2193618311022874
128 277
2.1640625 2.1640625
0.2767988345993217
