512 978
1.91015625 1.91015625
3.6774527185014447
512 1026
2.00390625 2.00390625
3.9135271778999594
512 1077
2.103515625 2.103515625
3.6629508370009716
512 1035
2.021484375 2.021484375
3.7360045133013045
512 1008
1.96875 1.96875
3.7143164360983065
512 1012
1.9765625 1.9765625
3.7865715894993626
512 1039
2.029296875 2.029296875
4.277725908000138
512 1056
2.0625 2.0625
4.71245123379922
512 992
1.9375 1.9375
3.7862859213986666
512 1036
2.0234375 2.0234375
5.156322945302236
512 1121
2.189453125 2.189453125
4.697337160000461
512 1052
2.0546875 2.0546875
3.0476380734995474
512 1028
2.0078125 2.0078125
4.039188442399609
512 995
1.943359375 1.943359375
3.072842650700477
512 1024
2.0 2.0
3.700799263600493
512 999
1.951171875 1.951171875
4.380073416701634
512 1044
2.0390625 2.0390625
2.966521788199316
512 1025
2.001953125 2.001953125
3.750675306501216
512 1003
1.958984375 1.958984375
3.7163585171976594
512 993
1.939453125 1.939453125
3.0598350598011166
