256 534
2.0859375 2.0859375
0.789328395598568
256 477
1.86328125 1.86328125
0.90237255890097
256 489
1.91015625 1.91015625
1.369266267598141
256 478
1.8671875 1.8671875
0.8006955857999856
256 519
2.02734375 2.02734375
0.9573976048995974
256 505
1.97265625 1.97265625
1.1782751550024841
256 441
1.72265625 1.72265625
0.8733909814996877
256 516
2.015625 2.015625
0.981816102101584
256 521
2.03515625 2.03515625
0.8141693065990694
256 518
2.0234375 2.0234375
0.8287389470991912
256 482
1.8828125 1.8828125
0.9934905977017479
256 499
1.94921875 1.94921875
0.9560988648008788
256 548
2.140625 2.140625
0.9577705508010694
256 511
1.99609375 1.99609375
0.9768986560986377
256 527
2.05859375 2.05859375
0.7811447248997865
256 537
2.09765625 2.09765625
1.1527755855000579
256 498
1.9453125 1.9453125
0.948054556097486
256 494
1.9296875 1.9296875
0.8158366050018231
256 501
1.95703125 1.95703125
0.9437689450976905
256 462
1.8046875 1.8046875
0.9180175305984448
