64 135
2.109375 2.109375
0.05033292250009254
64 138
2.15625 2.15625
0.07436025780043565
64 132
2.0625 2.0625
0.06031005819968414
64 134
2.09375 2.09375
0.04956937550159637
64 122
1.90625 1.90625
0.05838543540157844
64 126
1.96875 1.96875
0.04971296279982198
64 133
2.078125 2.078125
0.049695990202599204
64 124
1.9375 1.9375
0.06775755309790839
64 131
2.046875 2.046875
0.053151209498173556
64 145
2.265625 2.265625
0.056147608399624
64 144
2.25 2.25
0.06385096590092872
64 135
2.109375 2.109375
0.05114102360093966
64 144
2.25 2.25
0.04883143189945258
64 111
1.734375 1.734375
0.05033789080043789
64 151
2.359375 2.359375
0.05732979210151825
64 124
1.9375 1.9375
0.05448069770063739
64 129
2.015625 2.015625
0.05382187560026068
64 122
1.90625 1.90625
0.0679385438997997
64 127
1.984375 1.984375
0.06781627830059733
64 126
1.96875 1.96875
0.07768035510089248
