Source Target
CotA CotZ
DnaX RecO
DnaX DnaN
DnaX SsbA
DnaX RecA
DnaX DnaI
DnaX PriA
DnaX RecR
DnaX DnaD
DnaX HolA
DnaX HolB
DnaX RecF
DnaX DnaG
DnaX PolC
TrmB TrmB
NifZ ThiI
DctB DctS
YhcE YhcG
RpsJ NusB
RpsJ RpsC
GanP MsmX
GanP GanS
HtrC YpeB
LevD LevE
OpuCA OpuCD
OpuCA OpuCB
OpuCA OpuCC
AroA AroA
HemE HemE
OpuCD OpuCB
OpuCD OpuCC
HprK HprK
HprK Crh
TatAY TatAC
TatAY WprA
TatAY TatAD
TatAY TatCY
MntB MntD
ComA RapH
RpsD RpsU
DltA DltC
NrgA NrgB
FtsL DivIB
FtsL RasP
FtsL WalK
FtsL PbpB
FtsL DivIC
LnrN SigF
OhrR OhrR
OhrR BrxB
OhrR BrxA
UgtP UgtP
UgtP EzrA
McsB ClpC
McsB CtsR
McsB McsA
McsB ClpP
YpfD RpsC
SpoIIE SpoIIE
SpoIIE DivIVA
SpoIIE SpoIIAB
NagP PtsA
NagP GamP
NagP PtsG
YbaF ThiT
YbaF TrpP
YbaF YbxA
YbaF YuiG
RplX RpmI
RplX RplT
RplX RpmD
RplX RpmF
RplX RplB
RplX RpmB
RplX RplR
RplX RplM
RplX RpmGB
RplX RplO
RplX RplP
RplX RpmGA
RplX RpmEB
RplX RplL
RplX RpmH
RplX RplE
RplX RplV
RplX RpmJ
RplX RplK
RplX RplC
FliE FlgB
RuvA RuvB
RpmI RplT
RpmI RpmD
RpmI RpmF
RpmI RplB
RpmI RpmB
RpmI RplR
RpmI RplM
RpmI RpmGB
RpmI RplO
RpmI RplP
RpmI RpmGA
RpmI RpmEB
RpmI RplL
RpmI RpmH
RpmI RplE
RpmI RplV
RpmI RpmJ
RpmI RplK
RpmI RplC
WalR PrkC
WalR WalK
ScoB ScoA
DppD DppE
DppD YkfD
DppD DppC
FecE FecD
FecE FecF
SigY RpoC
SigY YxlC
SigY RpoB
RplT RpmD
RplT RpmF
RplT RplB
RplT RpmB
RplT RplR
RplT RplM
RplT RpmGB
RplT RplO
RplT RplP
RplT RpmGA
RplT RpmEB
RplT RplL
RplT RpmH
RplT RplE
RplT RplV
RplT RpmJ
RplT RplK
RplT RplC
RecO DnaN
RecO SsbA
RecO RecA
RecO DnaI
RecO PriA
RecO RecR
RecO DnaD
RecO HolA
RecO HolB
RecO RecF
RecO DnaG
RecO PolC
SdhC SdhB
YwaA YwaA
FlgD FlgE
SasB SasB
SdpC CsaA
FrlN FrlO
CotE CotE
CotE CotX
CotE CotC
CotE CgeA
CotE CotY
CotE CotZ
CotE CotH
CotE CotU
SigZ RpoC
SigZ RpoB
McpC ArtP
McpC CheD
SdaAA SdaAB
OpuCB OpuCC
DnaN DnaN
DnaN SsbA
DnaN YabA
DnaN RecA
DnaN MutL
DnaN DnaI
DnaN PriA
DnaN RecR
DnaN PolY1
DnaN DnaD
DnaN HolA
DnaN HolB
DnaN MutS
DnaN RecF
DnaN PolY2
DnaN DnaG
DnaN PolC
RsbS RsbX
RsbS RsbRD
RsbS RsbT
RsbS RsbRB
PrpC CpgA
PrpC TufA
FhuD FhuC
FhuD FhuG
Obg RplM
CtpB CtpB
CtpB SpoIVFA
DppE YkfD
DppE DppC
TnrA NrgB
CmpA SpoIVA
TagD TagD
DltC DltC
ClpC ClpC
ClpC CtsR
ClpC ClpP
ClpC YpbH
MotA MotA
MotA MotI
MotA MotB
Rny Rny
Rny PfkA
Rny CshA
Rny GapA
AtpF AtpC
AtpF AtpB
AtpF AtpA
AtpF AtpH
RpmD RpmF
RpmD RplB
RpmD RpmB
RpmD RplR
RpmD RplM
RpmD RpmGB
RpmD RplO
RpmD RplP
RpmD RpmGA
RpmD RpmEB
RpmD RplL
RpmD RpmH
RpmD RplE
RpmD RplV
RpmD RpmJ
RpmD RplK
RpmD RplC
ThiO ThiO
GltC GltC
GltC GudB
SpoIVFB SpoIVFA
SpoIVFB BofA
PbpH MreB
PbpH RodA
PhrK RapK
YhaP YhaQ
CheW McpB
NusA YlyA
NusA RpoC
NusA GudB
NusA PcrA
NusA CshA
NusA Btr
NusA RpoB
SufS SufS
SufS SufU
ComGG ComGD
ComGG ComGB
ComGG ComGE
TatAC TatCD
TatAC HemAT
TatAC TatAD
TatAC TatCY
AbbA AbbA
AbbA AbrB
YqgP YqgP
YlyA RpoC
YlyA PcrA
YlyA CshA
YlyA Btr
YlyA RpoB
LevF LevG
AraP AraQ
AraP AraN
RapE Spo0F
AlsR AlsR
PstC PstS
FtsE FtsX
TapA TasA
RpmF RplB
RpmF RpmB
RpmF RplR
RpmF RplM
RpmF RpmGB
RpmF RplO
RpmF RplP
RpmF RpmGA
RpmF RpmEB
RpmF RplL
RpmF RpmH
RpmF RplE
RpmF RplV
RpmF RpmJ
RpmF RplK
RpmF RplC
ClpE ClpE
ClpE ClpP
MinC DivIVA
MinC MinJ
AcpA BioI
AcpA FapR
YhcY YhcZ
CwlT IseA
ScpA ScpB
FliG MotA
FliG FlhG
FliG FliF
SsbA SsbA
SsbA RecD2
SsbA RecA
SsbA DnaI
SsbA PriA
SsbA RecJ
SsbA RecR
SsbA DnaD
SsbA HolA
SsbA YqiB
SsbA Ung
SsbA HolB
SsbA RecQ
SsbA RecF
SsbA SbcC
SsbA DnaG
SsbA PolC
RuvB RecU
BceA BceB
FlhO FlhP
AhpF AhpC
YlxM FtsY
YlxM Ffh
PlsX PlsY
BioI YkuP
YtrF YtrD
YtrF YtrB
CotX CotW
CtsR McsA
CtsR ClpP
CodY CodY
CodY CcpA
YkuL YkuL
ScpB ScpB
YknW YknZ
YknW YknX
YknW YknY
CotO CgeA
CotO CotZ
SsuC SsuA
SlrR SlrA
YloH RpoC
RsbP RsbV
KtrA KtrA
KtrA KtrB
CdaS CdaS
FolE2 FolE2
MtnE MtnE
IolG IolG
GerBC GerKB
GerBC GerKC
GerBC GerBB
GerBC GerAC
GerBC GerKA
GerBC GerAA
TcyB TcyC
RplB RpmB
RplB RplR
RplB RplM
RplB RpmGB
RplB RplO
RplB RplP
RplB RpmGA
RplB RpmEB
RplB RplL
RplB RpmH
RplB RplE
RplB RplV
RplB RpmJ
RplB RplK
RplB RplC
ArgG ArgG
PdhA PdhA
PdhA PdhD
PabA PabB
ThiS ThiG
YdaM YdaN
YknZ YknX
YknZ YknY
FlhA FliD
FlhA Hag
YpwA YpwA
ChaA ChaA
RsbRD RsbT
RsbRD RsbRB
DctR DctS
FliR FliQ
FliR FliZ
PsdR PsdS
YrrS GpsB
Spo0F Spo0E
Spo0F KinC
Spo0F KinA
Spo0F RapH
Spo0F RapJ
Spo0F RapB
Spo0F YmcA
YcnK YcnK
KhtU KhtT
ThiV ThiW
EpsB EpsA
ThiM ThiM
CotC CotU
YtrD YtrB
RpsF RpsJ
RpsF RpsR
CgeA CgeA
CgeA CotY
CgeA CotZ
SpoIIIAE SpoIIIJ
CtaE CtaD
CtaE CtaA
ThyB DfrA
YabA YabA
YabA YabT
KtrD KtrA
SrtN OdhB
ConB ConE
GabD GabD
Zur Zur
Ldh Ldh
RapI ImmR
RapI PhrI
YhcS YfkN
YhcS YhcR
SpoIVA SpoVM
SpoIVA BofA
SpoIVA SafA
Crh Crh
Crh CcpA
Crh GapA
KtrB KtrB
BofC SpoIVB
CitG CitB
FliQ FliZ
YydJ YydH
RecA RecX
RecA RadA
RecA DnaI
RecA PriA
RecA RecR
RecA DnaD
RecA HolA
RecA HolB
RecA YabT
RecA RecF
RecA RecU
RecA DnaG
RecA PolC
RecA DprA
NatK NatR
MreB MreB
MreB PonA
MreB RodA
MreB YkuR
MreB TufA
CysI CysI
LplA LplB
HemL HemL
RpmB RplR
RpmB RplM
RpmB RpmGB
RpmB RplO
RpmB RplP
RpmB RpmGA
RpmB RpmEB
RpmB RplL
RpmB RpmH
RpmB RplE
RpmB RplV
RpmB RpmJ
RpmB RplK
RpmB RplC
TatCD TatAD
TcyJ TcyK
TcyJ TcyM
TcyJ TcyN
SmiA SwrA
SmiA LonA
PadR PadR
PfkA PfkA
PfkA Pgm
MutL MutL
MutL MutS
NasE NasD
NatB NatA
DivIVA DivIVA
DivIVA SecA
DivIVA MinJ
DivIVA ComN
PonA YrrS
PonA EzrA
PonA GpsB
TcyK TcyM
TcyK TcyN
YknT CotV
YknT CgeA
YknT YknT
YknT CotY
AtpC AtpB
AtpC AtpA
AtpC AtpH
GyrB GyrA
MrpB MrpG
MrpB MrpE
MrpB MrpC
MrpB MrpA
SpoIID SpoIIP
SpoIVFA BofA
SpoIVFA SpoIVB
RbsA RbsD
RbsA RbsC
DnaI PriA
DnaI RecR
DnaI DnaD
DnaI HolA
DnaI HolB
DnaI RecF
DnaI DnaG
DnaI PolC
RsbV SpoIIAB
SppA SppA
SecA SecG
SecA CsaA
SecA Ffh
CggR CggR
RsbT RsbRB
AccB AccD
AccB BirA
SacP PtsA
SacP GamP
SacP PtsG
LiaH LiaH
LiaH LiaI
AraQ AraN
RsoA RpoC
PriA RecR
PriA DnaD
PriA HolA
PriA HolB
PriA RecF
PriA DnaG
PriA PolC
CdaA GlmM
CdaA CdaR
YosS YosS
AcoA AcoC
OppB OppC
UreB UreC
TcyM TcyN
YclH YclI
CotY CotY
CotY CotZ
MrpG MrpE
MrpG MrpC
MrpG MrpA
KinA KinA
KinA Sda
EzrA GpsB
RplR RplM
RplR RpmGB
RplR RplO
RplR RplP
RplR RpmGA
RplR RpmEB
RplR RplL
RplR RpmH
RplR RplE
RplR RplV
RplR RpmJ
RplR RplK
RplR RplC
CotZ CotZ
RplM RpmGB
RplM RplO
RplM RplP
RplM RpmGA
RplM RpmEB
RplM RplL
RplM RpmH
RplM RplE
RplM RplV
RplM RpmJ
RplM RplK
RplM RplC
YxeI YxeI
Nos Nos
AnsZ AnsZ
PtsG GlcT
DivIB WalK
DivIB PbpB
DivIB DivIC
YkhA YkhA
YtqB YtqB
AppF AppB
YumC YumC
GlnH GlnP
FlhF FlhG
YkfD DppC
WapA WapI
RpmGB RplO
RpmGB RplP
RpmGB RpmGA
RpmGB RpmEB
RpmGB RplL
RpmGB RpmH
RpmGB RplE
RpmGB RplV
RpmGB RpmJ
RpmGB RplK
RpmGB RplC
RapJ PhrC
TreP PtsA
TreP GamP
TreP PtsG
RpoC Fin
RpoC PcrA
RpoC SigF
RpoC SigV
RpoC SigH
RpoC CshA
RpoC SigX
RpoC Btr
RpoC RpoB
HutP HutP
FecD FecF
YerB PcrA
CheD CheC
CheD McpB
CheD McpA
RplO RplP
RplO RpmGA
RplO RpmEB
RplO RplL
RplO RpmH
RplO RplE
RplO RplV
RplO RpmJ
RplO RplK
RplO RplC
RecR DnaD
RecR HolA
RecR HolB
RecR RecF
RecR DnaG
RecR PolC
MrpE MrpC
MrpE MrpA
TasA TasA
CydA CydB
RpsR Hpf
RpsR RpsJ
SufU SufU
SufU CitB
YitS YloV
FpbQ FpbO
PyrK PyrK
HisF HisH
GpsB GpsB
SipT RsiV
MinJ RodZ
GudB GudB
CotQ CotY
MifM RplW
MifM SpoIIIJ
MifM RplV
RplP RpmGA
RplP RpmEB
RplP RplL
RplP RpmH
RplP RplE
RplP RplV
RplP RpmJ
RplP RplK
RplP RplC
DesK DesR
FliD Hag
PcrA UvrB
PcrA CshA
PcrA Btr
PcrA RpoB
GabR GabR
CshB DeaD
YdfH YdfI
SpoIIAB SigF
DnaD DnaD
DnaD HolA
DnaD HolB
DnaD RecF
DnaD DnaG
DnaD PolC
ClpP UgtP
ClpP ClpP
RasP RsiV
BofA SpoIVB
Icd Icd
QoxB QoxA
AtpB AtpA
AtpB AtpH
FlgC FlhO
PurS PurS
PurS PurL
PurS PurQ
QoxC QoxA
QoxC QoxB
SipS RsiV
HolA HolB
HolA RecF
HolA DnaG
HolA PolC
YpbE GpsB
YpbE YpbE
SigF RpoB
SigV RpoB
SigV RsiV
GerKB GerKC
GerKB GerBB
GerKB GerAC
GerKB GerKA
GerKB GerAA
YobL YobK
ComGD ComGB
ComGD ComGE
PurL PurQ
DegU RapG
SpoIIIJ SpoIIIJ
QcrA QcrC
FtsY Ffh
CotH CotY
CotI CotY
PyrAB PyrAA
GerKC GerBB
GerKC GerAC
GerKC GerKA
GerKC GerAA
YydF YydH
FlhG FlhG
YkuR YkuR
GerBB GerAC
GerBB GerKA
GerBB GerAA
MetN MetP
MdxG MdxF
RpmGA RpmGA
RpmGA RpmEB
RpmGA RplL
RpmGA RpmH
RpmGA RplE
RpmGA RplV
RpmGA RpmJ
RpmGA RplK
RpmGA RplC
YjiB YkuP
MrpC MrpA
GerAC GerKA
GerAC GerAA
YxeM YxeO
YxeM YxeN
YqiB YqiC
CsaA CsaA
RpmEB RplL
RpmEB RpmH
RpmEB RplE
RpmEB RplV
RpmEB RpmJ
RpmEB RplK
RpmEB RplC
GcvPA GcvPA
SepF SepF
CotM CotA
CotM YknT
CotM CotY
CotM CotM
WprA TatCY
SigH RpoB
HolB RecF
HolB DnaG
HolB PolC
CheC McpB
SkfA SkfB
YsxC RplL
YsxC RplC
SftA SftA
PrkD AbrB
MtrB MtrB
BslA BslA
TsaE TsaE
CshA CshA
CshA DeaD
CshA Btr
CshA RpoB
CshA RplC
MtnK MtnK
MtnK RplL
MutS MutS
AtpA AtpH
TatAD TatCY
AbrB AbrB
AbrB YabT
PyrD PyrK
PyrD PyrD
MalP PtsA
MalP GamP
MalP PtsG
RecQ TopB
IlvB IlvB
FhuC FhuG
RplL RpmH
RplL RplE
RplL RplV
RplL RpmJ
RplL RplK
RplL RplC
TufA Tsf
TufA YabT
SigX RpoB
PyrAA PyrAA
YabT YabT
WalK PbpB
WalK WalI
HisZ HisG
ComGB ComGE
ZapA ZapA
RpmH RplE
RpmH RplV
RpmH RpmJ
RpmH RplK
RpmH RplC
Btr RpoB
SacY SacX
GapA GapA
GapA Sr1
FliF FliE
YaaT Spo0B
YaaT Spo0F
YaaT YmcA
RecF DnaG
RecF PolC
PbpB DivIC
IlvC IlvC
RecU RecU
GerKA GerAA
YmcA Rny
YmcA YmcA
WalI WalI
ParB ParB
GlmM GlmM
RbsD RbsC
RpsB Hpf
RpsB RpsJ
RpsB YpfD
RpsB RpsC
RplE RplV
RplE RpmJ
RplE RplK
RplE RplC
RplV RpmJ
RplV RplK
RplV RplC
RpmJ RplK
RpmJ RplC
ClpQ ClpQ
Pyk Pyk
DnaG PolC
YxeO YxeN
RplK Frr
RplK RplC
GatB GatA
HxlB HxlB
DegV YloV
DprA ComFC
DprA DprA
YknX YknY
CcpC CcpC
MotB MotB
PdxK PdxK
LonA SwrA
LonA LonA
MntR MntR
