source target
GTS1 CRF1
MET32 CRF1
MET4 CRF1
CAD1 HTB1
FKH1 HTB1
GCR1 HTB1
SWI4 HTB1
SWI4 HTB1
SWI6 HTB1
TFC7 HTB1
BAS1 HTA1
CST6 HTA1
FKH1 HTA1
GCR1 HTA1
HFI1 HTA1
HSF1 HTA1
SFP1 HTA1
SPT10 HTA1
SWI4 HTA1
SWI6 HTA1
ASH1 ADK1
HIR3 ADK1
RAP1 ADK1
SFP1 ADK1
SPT10 ADK1
SPT20 ADK1
UME6 ADK1
GCN5 SIR4
RFX1 SIR4
SFP1 SIR4
XBP1 IVY1
YAP1 IVY1
FKH1 COX20
GCN5 COX20
MED2 COX20
MED4 COX20
MET32 COX20
MET4 COX20
REB1 COX20
SPT3 COX20
STB5 COX20
SUA7 COX20
UME6 COX20
MED2 HEM1
MET32 HEM1
MET4 HEM1
SPT3 HEM1
STB5 HEM1
UME6 HEM1
ABF1 RTN1
GCN5 RTN1
GCR1 RTN1
HAP1 RTN1
MSN2 RTN1
SFP1 RTN1
SFP1 RTN1
YAP1 RTN1
YAP6 RTN1
ABF1 LYS4
FHL1 LYS4
GCN5 LYS4
HAP1 LYS4
SFP1 LYS4
SIN4 LYS4
SFP1 PRP42
TUP1 PRP42
XBP1 PRP42
FKH1 FMN1
LEU3 FMN1
MED2 FMN1
SFP1 FMN1
XBP1 FMN1
GCN5 MRPL7
MED6 MRPL7
STP1 MRPL7
BUR6 SEC26
CST6 SEC26
FKH1 SEC26
MED2 SEC26
REB1 SEC26
SIN4 SEC26
SPT3 SEC26
TUP1 SEC26
XBP1 SEC26
YAP5 SEC26
BAS1 YKR099W
SPT10 YJL127C
RPD3 SNU56
SFP1 SNU56
SPT10 SNU56
STP1 SNU56
STP1 AMD2
UGA3 AMD2
GCN5 PRP28
STP1 PRP28
UGA3 PRP28
YAP6 PRP28
STP1 PEX5
ABF1 MNN10
MSN2 MNN10
REB1 MNN10
RAP1 TRS23
UGA3 TRS23
BUR6 YER159C
CYC8 YBR112C
FKH1 YIL131C
GCN5 YGR252W
MED2 YDL005C
MED6 YHR058C
NCB2 YDR397C
REB1 YBR049C
SPT3 YDR392W
SPT7 YBR081C
SRB5 YGR104C
SUA7 YPR086W
TFC7 YOR110W
TUP1 YCR084C
UME6 YDR207C
MET32 VHS1
MET4 VHS1
STB5 YHR178W
GCN5 YGR252W
MED2 YDL005C
MSN2 YMR037C
SFP1 YLR403W
SPT3 YDR392W
SUA7 YPR086W
GCN4 YEL009C
SPT10 YJL127C
MET32 MET32
MET4 MET32
YAP6 MET32
ZAP1 MET32
FKH1 CHL4
MET32 CHL4
MET4 CHL4
TFC7 CHL4
SUA7 RMD5
UME6 RMD5
SPT10 CTA1
XBP1 CTA1
YAP6 CTA1
REB1 RKM4
SFP1 RKM4
SPN1 RKM4
SPT2 RKM4
SPT6 RKM4
TUP1 RKM4
BUR6 HSP78
CYC8 HSP78
HSF1 HSP78
HSF1 HSP78
MSN2 HSP78
MSN4 HSP78
NCB2 HSP78
RAP1 HSP78
RFX1 HSP78
RGR1 HSP78
SPT6 HSP78
SPT7 HSP78
SRB5 HSP78
STP1 HSP78
SUA7 HSP78
FKH2 YAP6
MET32 YAP6
MET4 YAP6
MSS11 YAP6
RAP1 YAP6
ROX1 YAP6
SOK2 YAP6
SPT10 YAP6
XBP1 YAP6
YAP5 YAP6
MED2 SWM1
GCN5 EXG2
TFC7 EXG2
TUP1 EXG2
BAS1 YKR099W
CST6 YIL036W
HFI1 YPL254W
HSF1 YGL073W
LEU3 YLR451W
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
YAP5 YIR018W
ABF1 YKL112W
CST6 YIL036W
GTS1 YGL181W
HFI1 YPL254W
MAC1 YMR021C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
UME6 YDR207C
BAS1 YKR099W
GCR1 YPL075W
HFI1 YPL254W
RAP1 YNL216W
REB1 YBR049C
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
SPT20 YOL148C
TFC7 YOR110W
TUP1 YCR084C
PDR1 YGL013C
SFP1 YLR403W
SPT6 YGR116W
TFC7 YOR110W
XBP1 YIL101C
FKH1 DIN7
FKH2 DIN7
MBP1 DIN7
SWI6 DIN7
UGA3 DIN7
XBP1 DIN7
GCN5 AKR1
REB1 AKR1
SFP1 AKR1
SPT3 AKR1
XBP1 AKR1
YAP5 AKR1
YAP6 AKR1
CUP2 PEX10
REB1 PEX10
SPT3 PEX10
SFP1 HEL2
SIN4 HEL2
SFP1 CIA1
AFT1 CCC2
AFT2 CCC2
FKH1 CCC2
MED4 CCC2
XBP1 CCC2
CAD1 GLO2
GCN5 DON1
UME6 DON1
GCN4 YEL009C
RAP1 YNL216W
FHL1 BSC2
MED2 BSC2
SPT3 BSC2
STP1 BSC2
UME6 BSC2
FHL1 PMP3
GCN5 PMP3
GCR1 PMP3
HFI1 PMP3
MED2 PMP3
MED4 PMP3
MSN2 PMP3
RAP1 PMP3
RAP1 PMP3
RGR1 PMP3
SPT20 PMP3
SPT3 PMP3
SRB5 PMP3
STP1 PMP3
TFC7 PMP3
TUP1 PMP3
UME6 PMP3
YAP6 PMP3
ZAP1 PMP3
GAL4 MTH1
RAP1 MTH1
PHO2 RNH202
TFC7 RNH202
UGA3 RNH202
REB1 RRP45
CBF1 PHM6
CDC73 PHM6
GCN4 PHM6
HFI1 PHM6
HSF1 PHM6
PHO2 PHM6
PHO4 PHM6
RPD3 PHM6
RPN4 PHM6
SPT10 PHM6
SPT20 PHM6
SUM1 PHM6
SUM1 PHM6
TUP1 PHM6
TYE7 PHM6
CIN5 MRX10
GCN4 MRX10
MED2 MRX10
YAP6 MRX10
ABF1 GCN2
SFP1 DPP1
STP1 DPP1
UME6 DPP1
ZAP1 DPP1
ZAP1 DPP1
ZAP1 DPP1
UME6 ZIP1
ZAP1 ZIP1
ZAP1 ZIP1
ZAP1 ZIP1
SUA7 INM2
YAP5 INM2
FKH1 NSE3
INO4 NSE3
RFX1 NSE3
SPT3 NSE3
YAP5 NSE3
GCN5 RTT103
RFX1 SRP101
SIN4 SRP101
TFC7 SRP101
SFP1 SSD1
SIN4 SSD1
XBP1 SSD1
YAP5 SSD1
STB5 DPL1
XBP1 DPL1
YAP1 DPL1
ABF1 HDA2
ABF1 MHR1
RSF2 MHR1
XBP1 MHR1
CBF1 SUR2
MBP1 SUR2
RAP1 SUR2
REB1 SUR2
ROX1 SUR2
RPD3 SUR2
SFP1 SUR2
FKH1 ATP5
HCM1 ATP5
SIN4 ATP5
STP1 ATP5
UGA3 ATP5
YAP6 ATP5
RAP1 BFR2
SFP1 BFR2
CIN5 PRO1
INO2 PRO1
RAP1 PRO1
RAP1 PRO1
UGA3 PRO1
YAP6 PRO1
CIN5 CFT1
CAD1 GPI11
GCN5 GPI11
LEU3 GPI11
RPD3 GPI11
SFP1 GPI11
REB1 RSC3
GCN4 CPR5
RFX1 CPR5
RGR1 CPR5
SFP1 CPR5
SPT10 HNT2
ACE2 YLR131C
MED4 YOR174W
PHO2 YDL106C
REB1 YBR049C
SUA7 YPR086W
PHO2 PMT7
ABF1 GIC2
FHL1 GIC2
GCN5 GIC2
HFI1 GIC2
MBP1 GIC2
MED2 GIC2
MED4 GIC2
PHD1 GIC2
PUT3 GIC2
RAP1 GIC2
RIM101 GIC2
RLM1 GIC2
RPD3 GIC2
SFP1 GIC2
SFP1 GIC2
SIN3 GIC2
SIN3 GIC2
SKN7 GIC2
SOK2 GIC2
SPT3 GIC2
SPT6 GIC2
STE12 GIC2
SWI4 GIC2
SWI5 GIC2
SWI6 GIC2
TEC1 GIC2
XBP1 GIC2
XBP1 GIC2
YAP1 GIC2
YAP5 GIC2
CHA4 SUM1
PHO2 SUM1
STE12 SUM1
SUM1 SUM1
CHA4 TFB1
RAP1 TFB1
STE12 TFB1
SUM1 TFB1
ABF1 SSF2
GCN5 SSF2
STE12 SSF2
HSF1 PIB1
REB1 PIB1
SFP1 PIB1
SPT3 PIB1
SUA7 PIB1
RAP1 RAD34
YAP5 RAD34
MSN2 OMS1
STP1 OMS1
ABF1 YKL112W
CST6 YIL036W
HSF1 YGL073W
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SIP3 YNL257C
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
BAS1 YKR099W
CHA4 YLR098C
GTS1 YGL181W
HFI1 YPL254W
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
RFX1 HIM1
SPT10 HIM1
TFC7 HIM1
XBP1 MCM21
FKH1 YFT2
YAP6 YFT2
STP1 SWA2
XBP1 SWA2
YAP5 SWA2
YAP6 SWA2
LEU3 DAD4
RPD3 DAD4
TFC7 DAD4
YAP6 DAD4
CST6 ASP1
RAP1 ASP1
SFP1 ASP1
ZAP1 ASP1
GAL4 TIM11
HAP4 TIM11
SIN4 TIM11
MED2 MRPL35
SUM1 MRPL35
REB1 PEP7
SFP1 PEP7
CHA4 UTP4
HFI1 UTP4
RAP1 UTP4
RFX1 UTP4
SFP1 UTP4
SFP1 UTP4
CHA4 YCG1
HFI1 YCG1
MED2 YCG1
MED6 YCG1
MSN2 YCG1
ABF1 YSP2
RAP1 YSP2
SIN4 YNL236W
BUR6 SKP1
CAD1 SKP1
FKH1 SKP1
MED2 SKP1
MED4 SKP1
REB1 SKP1
REB1 SKP1
XBP1 SKP1
SUA7 PEX3
YAP6 PEX3
FKH1 UBX5
GCN5 UBX5
SUA7 UBX5
YAP1 UBX5
YAP6 UBX5
CST6 GPI8
GCR1 GPI8
SIN4 GPI8
FKH1 RQC1
REB1 RQC1
SFP1 RQC1
XBP1 RQC1
REB1 SWR1
XBP1 SWR1
XBP1 MSN5
SFP1 MRX8
RPD3 MRPS28
RSF2 MRPS28
STP1 MRPS28
YAP6 MRPS28
CIN5 YOR028C
GCN5 YGR252W
SPT10 YJL127C
YAP5 YIR018W
YAP6 YDR259C
ABF1 FCF1
FHL1 FCF1
REB1 FCF1
RGR1 FCF1
SFP1 FCF1
XBP1 FCF1
SPT10 YJL127C
CST6 YIL036W
GCR1 YPL075W
MED4 YOR174W
SFP1 YLR403W
SFP1 YLR403W
SIN3 YOL004W
SPT10 YJL127C
BUR6 HXT7
REB1 HXT7
SOK2 HXT7
TUP1 HXT7
TUP1 HXT7
HFI1 HXT6
MIG1 HXT6
MSN2 HXT6
RAP1 HXT6
TUP1 HXT6
MET32 YDR253C
MET4 YNL103W
CST6 HXT3
FHL1 HXT3
GCN5 HXT3
HFI1 HXT3
HFI1 HXT3
MED2 HXT3
MIG1 HXT3
MSN2 HXT3
RFX1 HXT3
RGR1 HXT3
RPD3 HXT3
SFP1 HXT3
SPT20 HXT3
SPT6 HXT3
SPT7 HXT3
SRB5 HXT3
STP1 HXT3
TUP1 HXT3
YAP6 SVF1
RFX1 MRP1
CAD1 PAL1
FHL1 PAL1
SFP1 PAL1
TFC7 PAL1
SPT10 YPS7
TFC7 YPS7
RFX1 ATP22
RGR1 ATP22
TUP1 ATP22
XBP1 ATP22
YAP6 ATP22
SFP1 SBE2
XBP1 SBE2
YAP6 SBE2
BUR6 YPQ2
GCN5 TRR1
GCR1 TRR1
MED6 TRR1
RAP1 TRR1
RFX1 TRR1
SFP1 TRR1
SPT10 TRR1
SUA7 TRR1
UGA3 TRR1
XBP1 TRR1
CAD1 TRP4
CST6 TRP4
FHL1 TRP4
GCN4 TRP4
GCR1 TRP4
MSN2 TRP4
RAP1 TRP4
SPT3 TRP4
STP1 TRP4
ABF1 SPC110
DOT6 SPC110
GCN4 SPC110
GCR1 SPC110
HSF1 SPC110
PGD1 SPC110
SIN4 SPC110
BUR6 CNL1
RGR1 CNL1
XBP1 CNL1
RGR1 GGA1
SUA7 GGA1
XBP1 GGA1
GCN5 EAF1
RPD3 EAF1
STP1 EAF1
UME6 EAF1
ABF1 BCP1
GCR1 BCP1
SFP1 BCP1
RFX1 TFC6
SFP1 TFC6
ABF1 SEM1
RGR1 SEM1
RPN4 SEM1
SFP1 SEM1
TFC7 SEM1
XBP1 SEM1
RFX1 CDC40
TFC7 CDC40
XBP1 CDC40
GCN5 ESF1
BAS1 YKR099W
HSF1 YGL073W
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
ABF1 YKL112W
CHA4 YLR098C
CST6 YIL036W
FKH1 YIL131C
FLO8 YER109C
GSM1 YJL103C
GTS1 YGL181W
HAA1 YPR008W
HFI1 YPL254W
MAC1 YMR021C
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
UME6 YDR207C
ABF1 YKL112W
HFI1 YPL254W
RFX1 YLR176C
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
XBP1 YIL101C
YAP6 YDR259C
SFP1 KEI1
XBP1 KEI1
CHA4 YPR1
GCN4 YPR1
SFP1 YPR1
SPT10 XRS2
FHL1 DXO1
MED2 DXO1
REB1 DXO1
RFX1 DXO1
SFP1 DXO1
SPT10 DXO1
TFC7 DXO1
FKH1 CTS2
HCM1 CTS2
REB1 CTS2
CST6 VPS74
REB1 VPS74
RPD3 VPS74
TUP1 VPS74
CST6 FRQ1
REB1 FRQ1
RPD3 FRQ1
SFP1 FRQ1
XBP1 FRQ1
GCN5 PHO92
SPT10 PHO92
SPT3 PHO92
TFC7 PHO92
YAP1 PHO92
BUR6 BCS1
GCN5 BCS1
REB1 BCS1
GCN5 ARH1
REB1 ARH1
RPD3 ARH1
UME6 ARH1
XBP1 ARH1
YAP6 ARH1
HAP4 ATP17
MED2 LSM6
RSF2 LSM6
YAP6 LSM6
BUR6 SDH6
GCN5 SDH6
HFI1 SDH6
MED2 SDH6
RGR1 SDH6
SPT3 SDH6
SPT6 SDH6
SUA7 SDH6
TFC7 SDH6
MED2 RGA2
RFX1 RGA2
RSF2 RGA2
SPT3 RGA2
ARO80 ARO10
BUR6 ARO10
FKH2 ARO10
GCN5 ARO10
GCR1 ARO10
MED2 ARO10
REB1 ARO10
RGR1 ARO10
SIN4 ARO10
SPT20 ARO10
SPT3 ARO10
SPT6 ARO10
SPT7 ARO10
SUA7 ARO10
TUP1 ARO10
SRB5 COI1
YAP5 COI1
CYC8 YRA1
GCR1 YRA1
RAP1 YRA1
RGR1 YRA1
SFP1 YRA1
SPN1 YRA1
SPT10 YRA1
SPT6 YRA1
CST6 RPP2B
GCR1 RPP2B
HSF1 RPP2B
IFH1 RPP2B
RAP1 RPP2B
SFP1 RPP2B
SPT10 RPP2B
XBP1 RPP2B
ASH1 NKP1
GCN5 NKP1
ABF1 ATO3
GCN5 ATO3
HFI1 ATO3
MED2 ATO3
MOT3 ATO3
ROX1 ATO3
RSF2 ATO3
SPT3 ATO3
STP1 ATO3
UME6 ATO3
WTM1 ATO3
YAP1 ATO3
ABF1 EFT2
CST6 EFT2
FHL1 EFT2
FKH1 EFT2
GCR1 EFT2
HSF1 EFT2
IFH1 EFT2
MED4 EFT2
REB1 EFT2
RSF2 EFT2
SFP1 EFT2
SIN4 EFT2
SPT20 EFT2
TUP1 EFT2
YAP1 EFT2
ARG81 MUS81
HAL9 MUS81
MSN1 MUS81
SPT10 MUS81
STP1 MUS81
YAP5 MUS81
CHA4 CIN10
INO4 CIN10
RAP1 CIN10
YAP1 CIN10
CYC8 RVS167
GCN5 RVS167
GCR1 RVS167
INO4 RVS167
MED2 RVS167
RAP1 RVS167
REB1 RVS167
RFX1 RVS167
SIN4 RVS167
SUA7 RVS167
RFX1 SAC7
SFP1 UBA2
XBP1 UBA2
YAP1 UBA2
BUR6 YER159C
MSN2 YMR037C
SFP1 YLR403W
SUA7 YPR086W
UME6 YDR207C
XBP1 YIL101C
FKH1 SPT3
RAP1 SPT3
XBP1 SPT3
ADF1 SHE9
GCN5 SHE9
GCN5 RPT3
MED6 RPT3
REB1 RPT3
RPN4 RPT3
YAP6 RPT3
MED2 SXM1
SFP1 SXM1
STP1 SXM1
YAP5 SXM1
RAP1 YNL216W
REB1 YBR049C
FKH1 NCB2
HSF1 NCB2
MED6 NCB2
SWI5 NCB2
CAD1 UTP5
FKH1 UTP5
SFP1 UTP5
SWI5 UTP5
YAP6 UTP5
BAS1 HPT1
HSF1 HPT1
MED4 HPT1
PHO2 HPT1
RAP1 HPT1
SFP1 HPT1
SFP1 HPT1
TFC7 HPT1
SPT10 YJL127C
SPT10 DIT2
TUP1 DIT2
NDT80 DIT1
SPT10 DIT1
TFC7 DIT1
YAP5 DIT1
ABF1 RPB7
SFP1 RPB7
XBP1 RPB7
ABF1 MRP20
CYC8 MRP20
FHL1 MRP20
RAP1 MRP20
SFP1 MRP20
STP1 MRP20
XBP1 MRP20
GCN5 PDR15
MED4 PDR15
MET32 PDR15
MET4 PDR15
MSN2 PDR15
MSN4 PDR15
RAP1 PDR15
SPT10 PDR15
SPT3 PDR15
SUA7 PDR15
YAP5 PDR15
YAP5 PDR15
GCN5 TRS120
RFX1 TRS120
YAP6 TRS120
BAS1 ADE8
BUR6 ADE8
GCR1 ADE8
SPT10 ADE8
SUA7 ADE8
YAP1 ADE8
BAS1 SIZ1
BUR6 SIZ1
GCN5 SIZ1
SUA7 SIZ1
ABF1 STE14
GCN5 STE14
RFX1 STE14
TFC7 STE14
REB1 DFM1
REB1 RRP17
SFP1 RRP17
SPT20 RRP17
XBP1 RRP17
REB1 ERD1
MED2 YDL005C
YAP6 YDR259C
RAP1 SYF1
GCR1 YPL075W
RAP1 YNL216W
SFP1 YLR403W
SPT10 YJL127C
CST6 RPL12B
FHL1 RPL12B
GCR1 RPL12B
HSF1 RPL12B
IFH1 RPL12B
LEU3 RPL12B
RAP1 RPL12B
RAP1 RPL12B
REB1 RPL12B
SFP1 RPL12B
SPT10 RPL12B
SPT20 RPL12B
XBP1 RPL12B
SFP1 RAD30
SFP1 HKR1
SPT10 ARO80
ABF1 SIP1
GCN5 SIP1
RFX1 SIP1
SFP1 SIP1
TFC7 SIP1
SFP1 CAD1
GCN4 DYN2
MED4 DYN2
SPT3 DYN2
YAP5 SNX41
GCN4 YEL009C
CYC8 RPN9
GCN5 RPN9
GCR1 RPN9
RPN4 RPN9
SFP1 RPN9
STP1 RPN9
CHA4 BNA7
CST6 TIF35
SFP1 TIF35
SPT10 TIF35
TFC7 TIF35
BUR6 CYM1
FHL1 CYM1
GCR1 NPL3
SPT10 NPL3
ACE2 YLR131C
CST6 YIL036W
GCR1 YPL075W
ARG80 GPI17
MED4 GPI17
SFP1 GPI17
YAP6 GPI17
FKH1 PPM1
MED4 PPM1
NRG1 PPM1
SPT10 PPM1
SUA7 PPM1
XBP1 PPM1
NRG1 PPZ2
RPD3 PPZ2
SIN4 PPZ2
SPT10 PPZ2
SUA7 PPZ2
FKH1 THI74
MED4 THI74
MET32 THI74
MET4 THI74
PDC2 THI74
THI2 THI74
THI2 THI74
YAP5 THI74
CIN5 DOT1
PDR1 DOT1
AFT2 APT2
CIN5 APT2
FHL1 APT2
HFI1 APT2
MIG1 APT2
PHO4 APT2
SOK2 APT2
SPT10 APT2
SRB5 APT2
YAP6 APT2
SWI4 SSN2
XBP1 SSN2
ABF1 YKL112W
BAS1 YKR099W
CST6 YIL036W
GCN4 YEL009C
GCR1 YPL075W
MIG1 YGL035C
PDR1 YGL013C
SIN4 YNL236W
SWI5 YDR146C
UGA3 YDL170W
XBP1 YIL101C
SPT10 YJL127C
RPD3 ECM11
SPT10 ECM11
TFC7 ECM11
YAP5 ECM11
ASH1 RPS17B
FHL1 RPS17B
GCR1 RPS17B
IFH1 RPS17B
RAP1 RPS17B
RAP1 RPS17B
RGR1 RPS17B
RPD3 RPS17B
SFP1 RPS17B
SPT10 RPS17B
YAP1 RPS17B
FHL1 ADA2
NDT80 ADA2
PDR1 ADA2
RGR1 ADA2
SPN1 ADA2
TFC7 ADA2
YAP6 ADA2
FHL1 UTP6
RAP1 UTP6
RAP1 UTP6
SFP1 UTP6
UGA3 UTP6
YAP1 UTP6
YAP6 UTP6
CST6 RPS18A
FHL1 RPS18A
FHL1 RPS18A
GCN5 RPS18A
GCR1 RPS18A
HFI1 RPS18A
HSF1 RPS18A
IFH1 RPS18A
RAP1 RPS18A
RAP1 RPS18A
REB1 RPS18A
SFP1 RPS18A
SIN3 RPS18A
SPT10 RPS18A
SPT20 RPS18A
XBP1 RPS18A
ARG80 YHP1
ASH1 YHP1
FKH1 YHP1
FKH2 YHP1
HCM1 YHP1
HFI1 YHP1
MBP1 YHP1
MSN2 YHP1
NDD1 YHP1
PHD1 YHP1
REB1 YHP1
RFX1 YHP1
RSF2 YHP1
SFP1 YHP1
STP1 YHP1
SWI4 YHP1
SWI4 YHP1
SWI6 YHP1
UME6 YHP1
URE2 YHP1
YAP1 YHP1
YAP5 YHP1
ARG80 PPN1
ASH1 PPN1
FKH1 PPN1
FKH2 PPN1
HFI1 PPN1
HFI1 PPN1
MBP1 PPN1
MED2 PPN1
NDD1 PPN1
PHD1 PPN1
REB1 PPN1
RFX1 PPN1
SUA7 PPN1
SWI4 PPN1
SWI6 PPN1
UME6 PPN1
YAP1 PPN1
BUR6 TSA2
CST6 TSA2
FKH1 TSA2
INO4 TSA2
MSN4 TSA2
SPT10 TSA2
SPT10 TSA2
SUA7 TSA2
ABF1 GUK1
CST6 GUK1
GCR1 GUK1
HSF1 GUK1
RAP1 GUK1
XBP1 GUK1
ABF1 NHX1
MED2 NHX1
XBP1 NHX1
ARO80 TOM1
REB1 TOM1
REB1 TOM1
UME6 TOM1
MED4 HEH2
UGA3 HEH2
XBP1 HEH2
RFX1 PFA5
MSN2 TFB3
RAP1 TFB3
ABF1 MFA1
ASH1 MFA1
CDC73 MFA1
CST6 MFA1
FHL1 MFA1
HFI1 MFA1
HSF1 MFA1
PAF1 MFA1
PUT3 MFA1
RAP1 MFA1
RPN4 MFA1
SFP1 MFA1
SFP1 MFA1
SIN3 MFA1
SPT20 MFA1
STP1 MFA1
SUM1 MFA1
TUP1 MFA1
GCN5 MRPL28
SUA7 MRPL28
XBP1 MRPL28
LEU3 STP1
MET32 STP1
MET4 STP1
STP1 STP1
RFX1 SPP41
REB1 RMT2
YAP6 RMT2
REB1 PKH3
YAP1 PKH3
YAP6 PKH3
SFP1 YLR403W
SPT10 YJL127C
SPT10 SDC1
MET32 UGO1
MSN2 UGO1
RAP1 UGO1
SWI5 UGO1
GAL4 RPL27B
IFH1 RPL27B
MET32 RPL27B
PIP2 RPL27B
RAP1 RPL27B
SFP1 RPL27B
SPT10 RPL27B
STP1 RPL27B
TYE7 RPL27B
UGA3 RPL27B
XBP1 RPL27B
MED4 TRS31
SPT10 TRS31
TFC7 PRP3
AFT2 JIP4
GCN5 JIP4
MED4 JIP4
REB1 JIP4
SUA7 JIP4
USV1 JIP4
YAP5 JIP4
FKH1 YIL131C
GCN5 YGR252W
MED2 YDL005C
MED4 YOR174W
TFC7 YOR110W
YAP1 YML007W
REB1 SNF1
SIN4 SNF1
STP1 SNM1
BUR6 PEX29
MED4 PEX29
SUA7 PEX29
XBP1 PEX29
FKH1 DIG2
REB1 DIG2
SUA7 DIG2
XBP1 DIG2
YAP6 DIG2
FKH1 PHO8
RAP1 PHO8
RTG3 PHO8
SFP1 PHO8
SFP1 PHO8
TFC7 PHO8
UGA3 PHO8
XBP1 PHO8
YAP6 PHO8
FKH1 CWC21
MED2 CWC21
MED4 CWC21
YAP1 CWC21
MED6 VPS52
XBP1 VPS52
RPD3 VPS72
SUA7 VPS72
MED2 VPS60
MSN2 VPS60
SFP1 VPS60
TUP1 VPS60
XBP1 VPS60
CIN5 RIB3
FHL1 RIB3
MED2 RIB3
MED4 RIB3
MSN2 RIB3
REB1 RIB3
SWI4 RIB3
LEU3 PAC11
RAP1 PAC11
SFP1 PAC11
GCN5 PKH1
MED2 PKH1
STP1 PKH1
XBP1 PKH1
YAP5 PKH1
YAP6 PKH1
MED2 IZH1
SFP1 IZH1
TFC7 IZH1
ZAP1 IZH1
ZAP1 IZH1
ZAP1 IZH1
MED2 RSM28
WTM2 RSM28
XBP1 RSM28
SFP1 VPS3
YAP6 VPS3
SFP1 PUF6
YAP6 PUF6
GLN3 ITR1
INO2 ITR1
INO4 ITR1
MED2 ITR1
MED4 ITR1
OPI1 ITR1
REB1 ITR1
YAP1 ITR1
INO4 SEC20
SFP1 SEC20
RGR1 LCD1
TFC7 LCD1
GCR1 RPL37B
HAA1 RPL37B
IFH1 RPL37B
MED2 RPL37B
RAP1 RPL37B
RAP1 RPL37B
SPT10 PLM2
FHL1 SAM2
GCN4 SAM2
GCR1 SAM2
MET32 SAM2
MET4 SAM2
MSN2 SAM2
OPI1 SAM2
RAP1 SAM2
REB1 SAM2
SFP1 SAM2
UGA3 SAM2
XBP1 SAM2
MED4 LPP1
PDR1 SPG3
FHL1 PSP1
TFC7 PSP1
UGA3 PSP1
XBP1 PSP1
TFC6 GMC1
TFC7 GMC1
XBP1 GMC1
GCN5 GIN4
INO2 GIN4
MBP1 GIN4
PAF1 GIN4
RFX1 GIN4
SWI4 GIN4
SWI6 GIN4
TUP1 GIN4
YAP1 GIN4
YAP5 GIN4
ZAP1 GIN4
CIN5 GNP1
FHL1 GNP1
FKH2 GNP1
GCN5 GNP1
GCR2 GNP1
HFI1 GNP1
MET32 GNP1
MET4 GNP1
NRG1 GNP1
RTG3 GNP1
SPT3 GNP1
STP1 GNP1
STP1 GNP1
UME6 GNP1
WTM1 GNP1
YAP1 GNP1
CIN5 SMT3
FHL1 SMT3
GCN5 SMT3
GCR2 SMT3
HFI1 SMT3
MED2 SMT3
MED6 SMT3
MET32 SMT3
MET4 SMT3
NRG1 SMT3
RAP1 SMT3
REB1 SMT3
RPD3 SMT3
RTG3 SMT3
SFP1 SMT3
SPT3 SMT3
STP1 SMT3
TYE7 SMT3
UME6 SMT3
XBP1 SMT3
YAP1 SMT3
HCM1 SDH7
RFX1 SDH7
XBP1 SDH7
MED4 EMI1
RFX1 EMI1
SUA7 EMI1
BUR6 GRX2
FKH1 GRX2
GLN3 GRX2
HCM1 GRX2
SUA7 GRX2
XBP1 GRX2
CIN5 YOR028C
MED4 YOR174W
SPT10 YJL127C
BUR6 EMI2
CYC8 EMI2
GCN4 EMI2
GCN5 EMI2
MSN2 EMI2
SPT3 EMI2
STP1 EMI2
XBP1 EMI2
CYC8 GRH1
MED4 GRH1
XBP1 GRH1
YAP6 GRH1
GCN5 EUG1
MED4 EUG1
REB1 EUG1
PDR1 FPR2
REB1 FPR2
UGA3 FPR2
YAP6 FPR2
REB1 URC2
SFP1 URC2
FHL1 SPS2
SPT10 SPS2
XBP1 SPS2
NDT80 SPS1
SFP1 SPS1
ACE2 AGE1
ASH1 AGE1
DAL82 AGE1
GCR1 AGE1
HMS1 AGE1
MBP1 AGE1
MSN2 AGE1
NDD1 AGE1
PHD1 AGE1
RAP1 AGE1
RLM1 AGE1
SKN7 AGE1
SOK2 AGE1
SPT2 AGE1
STB1 AGE1
STP1 AGE1
SWI4 AGE1
SWI6 AGE1
TYE7 AGE1
SFP1 YLR403W
ACE2 YLR131C
ASH1 YKL185W
DAL82 YNL314W
MBP1 YDL056W
MSN2 YMR037C
