source target
MET4 MTC2
UGA3 MTC2
ARG81 UTP11
MSN1 UTP11
MSN4 UTP11
SFP1 UTP11
UGA3 UTP11
FKH1 YPF1
RGR1 YPF1
SUA7 YPF1
XBP1 YPF1
AFT1 HSL1
AFT2 HSL1
CAD1 HSL1
GCN4 HSL1
MBP1 HSL1
PHO2 HSL1
SWI4 HSL1
YAP6 HSL1
GCN4 YEL009C
SPT10 YJL127C
AFT1 APE1
AFT1 APE1
AFT2 APE1
BUR6 APE1
CAD1 APE1
CDC73 APE1
CST6 APE1
GCN4 APE1
GCN5 APE1
GLN3 APE1
MBP1 APE1
PHO2 APE1
REB1 APE1
RGR1 APE1
RPH1 APE1
SIN3 APE1
SPT10 APE1
SUA7 APE1
SWI4 APE1
SWI4 APE1
SWI4 APE1
CST6 GFA1
REB1 GFA1
SFP1 GFA1
SIN4 GFA1
SPT6 GFA1
STE12 GFA1
TEC1 GFA1
STP1 SEG2
UGA3 SEG2
XBP1 SEG2
YAP1 SEG2
FKH1 YIL131C
CST6 AAT1
FKH1 AAT1
REB1 AAT1
RPD3 AAT1
TFC7 AAT1
UGA3 AAT1
RPD3 YNL330C
SPT10 YJL127C
TFC7 YOR110W
SPT10 SLD2
CIN5 HAP4
MET32 HAP4
MET4 HAP4
NRG1 HAP4
PHD1 HAP4
RFX1 HAP4
ROX1 HAP4
SKN7 HAP4
SOK2 HAP4
YAP6 HAP4
CIN5 KTI12
GCN5 KTI12
NRG1 KTI12
PHD1 KTI12
ROX1 KTI12
SFP1 KTI12
SKN7 KTI12
SOK2 KTI12
XBP1 KTI12
YAP6 KTI12
SPT10 YJL127C
MED4 ABF1
XBP1 ABF1
TFC7 RAD27
ZAP1 RAD27
ZAP1 RAD27
ZAP1 RAD27
GCN5 PRR1
RGR1 PRR1
FKH1 SBA1
GCN5 SBA1
GCR1 SBA1
MED6 SBA1
SUA7 SBA1
TFC7 SBA1
XBP1 SBA1
SPT10 YJL127C
SFP1 VPH2
CST6 OAC1
HFI1 OAC1
HSF1 OAC1
LEU3 OAC1
LEU3 OAC1
RAP1 OAC1
REB1 OAC1
SPT20 OAC1
TUP1 OAC1
YAP1 OAC1
MED2 DGR2
MSN2 DGR2
GCN5 SRP21
MED2 SRP21
REB1 SRP21
SFP1 SRP21
YAP6 SRP21
SFP1 YLR403W
DAL82 SSH4
PAF1 SSH4
XBP1 SSH4
MET32 RRN3
MET4 RRN3
SFP1 RRN3
CUP2 YPK1
SFP1 YPK1
TFC7 YPK1
UME6 YPK1
CIN5 PGM1
CTR9 PGM1
GCR1 PGM1
RAP1 PGM1
RFX1 PGM1
SIN4 PGM1
TUP1 PGM1
UGA3 PGM1
YAP5 PGM1
YAP6 PGM1
GCN5 PMU1
SFP1 PMU1
MET32 MYO3
MET4 MYO3
SFP1 MYO3
STP1 SHE2
TFC7 SHE2
XBP1 SHE2
REB1 RMA1
SFP1 RMA1
YAP5 RMA1
MED4 RCI50
SFP1 OCT1
STP1 OCT1
ABF1 APL2
SFP1 MRPL31
MIG3 CTK1
XBP1 CTK1
SFP1 TGL1
AFT1 SDH3
FKH1 SDH3
HSF1 SDH3
SFP1 SDH3
SPT3 SDH3
STP1 SDH3
TFC7 SDH3
XBP1 SDH3
YAP6 SDH3
BUR6 MRP8
CST6 MRP8
GCN5 MRP8
SUA7 MRP8
ABF1 LTV1
CHA4 LTV1
MED2 LTV1
RAP1 LTV1
RAP1 LTV1
XBP1 LTV1
ABF1 RPC25
CHA4 RPC25
CAD1 RPT1
REB1 RPT1
RPN4 RPT1
RPN4 RPT1
XBP1 RPT1
BUR6 AVT3
FKH1 AVT3
GCN5 AVT3
MED2 AVT3
RFX1 AVT3
SPN1 AVT3
SPT3 AVT3
SPT6 AVT3
STP1 AVT3
SUA7 AVT3
UME6 AVT3
XBP1 AVT3
SPT10 YJL127C
BUR6 SDH1
FKH1 SDH1
MED2 SDH1
RAP1 SDH1
SPT3 SDH1
SPT6 SDH1
SUA7 SDH1
UME6 SDH1
XBP1 SDH1
CYC8 DBR1
HFI1 DBR1
ACE2 MCR1
BUR6 MCR1
CST6 MCR1
GCN5 MCR1
HCM1 MCR1
MED2 MCR1
NCB2 MCR1
SPT3 MCR1
SUA7 MCR1
TFC7 MCR1
YAP6 MCR1
ACE2 NNR2
BUR6 NNR2
CST6 NNR2
FKH1 NNR2
GCN4 NNR2
GCN5 NNR2
GCR1 NNR2
SPT3 NNR2
SRB8 NNR2
SUA7 NNR2
YAP6 NNR2
CST6 GPM1
FHL1 GPM1
GCN5 GPM1
GCR1 GPM1
GCR1 GPM1
GCR2 GPM1
GCR2 GPM1
MED2 GPM1
MET32 GPM1
MET4 GPM1
RAP1 GPM1
RAP1 GPM1
SFP1 GPM1
SPT2 GPM1
SPT20 GPM1
SPT3 GPM1
SPT7 GPM1
SPT8 GPM1
SRB5 GPM1
TUP1 GPM1
CST6 YIL036W
GCN4 YEL009C
GCR1 YPL075W
GCR2 YNL199C
RAP1 YNL216W
SFP1 YLR403W
TUP1 YCR084C
YAP6 RSM22
GCN5 RPS27A
GCR1 RPS27A
HFI1 RPS27A
IFH1 RPS27A
RAP1 RPS27A
SPT20 RPS27A
SRB5 RPS27A
YAP6 RPS27A
FKH1 APE2
RAP1 APE2
SFP1 APE2
FKH1 RCN1
STP1 ELF1
MET32 KDX1
MET4 KDX1
REB1 KDX1
SFP1 KDX1
STP1 KDX1
YAP6 KDX1
SUA7 YPR086W
ABF1 PIR3
GCN4 PIR3
GCR1 PIR3
HSF1 PIR3
SIN4 PIR3
SPT10 PIR3
SUA7 PIR3
SWI5 PIR3
UME6 PIR3
ZAP1 PIR3
GCR1 PIR1
RAP1 PIR1
SFP1 PIR1
SPT6 PIR1
SUA7 PIR1
SWI5 PIR1
XBP1 PIR1
YAP1 PIR1
SFP1 MCD4
SPT6 MCD4
ZAP1 MCD4
ZAP1 MCD4
ZAP1 MCD4
GCN5 TPK3
XBP1 TPK3
GCN5 MRP49
SUA7 MRP49
SUA7 KKQ8
UGA3 KKQ8
GCN5 MRPL38
GLN3 MRPL38
REB1 MRPL38
TFC7 MRPL38
LEU3 NNK1
RFX1 NNK1
SUA7 NNK1
YAP5 NNK1
ABF1 EBP2
MED2 EBP2
STP1 EBP2
YAP6 SNU114
FKH1 TPO5
MED2 TPO5
ZAP1 TPO5
ZAP1 TPO5
ZAP1 TPO5
AFT1 ZRT3
GCN5 ZRT3
MED2 ZRT3
MED4 ZRT3
SIN4 ZRT3
XBP1 ZRT3
ZAP1 ZRT3
ZAP1 ZRT3
ZAP1 ZRT3
ZAP1 ZRT3
AFT1 LST4
RAP1 LST4
SFP1 LST4
ZAP1 LST4
ARO80 YDR421W
CAT8 YMR280C
CDC73 YLR418C
CHA4 YLR098C
CIN5 YOR028C
CUP9 YPL177C
GAL11 YOL051W
GAL4 YPL248C
GCN4 YEL009C
HMS1 YOR032C
KAR4 YCL055W
PHD1 YKL043W
PIP2 YOR363C
RAP1 YNL216W
RGT1 YKL038W
SFP1 YLR403W
SPT3 YDR392W
STB5 YHR178W
SUM1 YDR310C
SWI5 YDR146C
TYE7 YOR344C
YAP3 YHL009C
ACA1 STE3
ACE2 STE3
ARO80 STE3
CDC73 STE3
CIN5 STE3
CUP9 STE3
GAL4 STE3
GCN4 STE3
HMS1 STE3
KAR4 STE3
PHD1 STE3
PIP2 STE3
PUT3 STE3
RGT1 STE3
RPD3 STE3
SFP1 STE3
SPT3 STE3
STB5 STE3
TFC7 STE3
THI2 STE3
TYE7 STE3
UME6 STE3
YAP3 STE3
CST6 COY1
MED2 COY1
SPT6 COY1
UGA3 COY1
YHP1 COY1
CST6 RPL17A
FHL1 RPL17A
GCR1 RPL17A
HFI1 RPL17A
HSF1 RPL17A
IFH1 RPL17A
RAP1 RPL17A
RAP1 RPL17A
RPD3 RPL17A
SFP1 RPL17A
SIN3 RPL17A
SPT10 RPL17A
SPT20 RPL17A
SWI5 RPL17A
TFC7 RPL17A
TUP1 RPL17A
YAP6 RPL17A
CST6 PRS1
GCR1 PRS1
HSF1 PRS1
RAP1 PRS1
SFP1 PRS1
SFP1 PRS1
SIN3 PRS1
SPT20 PRS1
TUP1 PRS1
YAP6 PRS1
CIN5 FAS1
GCR1 FAS1
HAP1 FAS1
INO2 FAS1
INO4 FAS1
MET32 FAS1
MET4 FAS1
OPI1 FAS1
OPI1 FAS1
RAP1 FAS1
SFP1 FAS1
SPT20 FAS1
RFX1 YLR176C
RAP1 LOT5
XBP1 LOT5
SPT10 SPE1
STP1 SPE1
XBP1 SPE1
YAP5 SPE1
GCN5 ASH1
SFP1 ASH1
SWI5 ASH1
RPD3 MTR2
SWI5 MTR2
CTR9 HYM1
MED6 HYM1
SFP1 HYM1
STE12 HYM1
TFC7 HYM1
YAP5 HYM1
ABF1 CNB1
REB1 CNB1
SFP1 CNB1
CBF1 DPH2
CST6 DPH2
GCR1 DPH2
SIN4 DPH2
YAP5 DPH2
CBF1 ACP1
CIN5 ACP1
FKH1 ACP1
GCN5 ACP1
GCR1 ACP1
RAP1 ACP1
STP1 ACP1
SUA7 ACP1
XBP1 ACP1
YAP6 ACP1
MED6 SDS22
CYC8 MST1
FKH1 MST1
SFP1 MST1
XBP1 MST1
ABF1 MIA40
CIN5 MIA40
MED6 MIA40
SPT3 MIA40
UME1 MIA40
XBP1 MIA40
ABF1 YKT6
GCR1 YKT6
SFP1 YKT6
XBP1 YKT6
YAP5 YKT6
YAP6 YKT6
STP1 PEX1
TFC7 PEX1
GCN5 PTK1
SFP1 PTK1
TFC7 PTK1
YAP1 PTK1
MET32 MNN4
MET4 MNN4
RAP1 MNN4
UME6 MNN4
REB1 TOR2
SFP1 TOR2
YAP6 TOR2
SFP1 EAP1
FKH1 LOS1
SFP1 LOS1
YAP6 LOS1
LEU3 ADD66
TUP1 ADD66
FKH1 EMC3
GCN5 EMC3
RGR1 EMC3
XBP1 EMC3
YAP5 EMC3
YAP6 EMC3
MCM1 CBT1
STE12 CBT1
ADA2 STE6
FKH1 STE6
GCN4 STE6
GCN5 STE6
MCM1 STE6
PUT3 STE6
RGR1 STE6
SKN7 STE6
SPT10 STE6
STE12 STE6
TFC7 STE6
GCN4 UBA1
RPN4 UBA1
SIN4 UBA1
TUP1 UBA1
GCN4 TRP3
GCN5 TRP3
GCN5 SAC1
MED4 SAC1
RFX1 SAC1
RGR1 SAC1
SPT10 SAC1
TFC7 SAC1
TFC7 DOA1
ASH1 YRA2
GCN5 YRA2
SFP1 YRA2
TFC7 YRA2
RGR1 OXP1
BAS1 URA1
CAD1 URA1
CSE2 URA1
CST6 URA1
GCN4 URA1
GCR1 URA1
GLN3 URA1
HFI1 URA1
PHO2 URA1
PPR1 URA1
SFP1 URA1
SIN3 URA1
SIN4 URA1
SPT10 URA1
SPT10 URA1
SPT20 URA1
STP1 URA1
TFC7 URA1
TUP1 URA1
YAP6 URA1
BAS1 JEN1
GCR1 JEN1
IFH1 JEN1
RPD3 JEN1
SPT10 JEN1
STP1 JEN1
UME6 JEN1
BAS1 SRY1
RAP1 SRY1
SFP1 SRY1
XBP1 COS9
FKH1 FRE2
SFP1 FRE2
SPT10 FRE2
XBP1 YIL101C
SPT10 YJL127C
MSN2 PAU16
RAP1 PAU16
SPN1 PAU16
TUP1 PAU16
YAP6 PAU16
GCN4 YEL009C
REB1 VPS1
XBP1 VPS1
YAP5 VPS1
ADF1 PAP1
MSN2 PAP1
REB1 PAP1
XBP1 PAP1
YAP5 PAP1
YAP5 PAP1
SPT10 OSH6
MED4 YOR174W
MED6 YHR058C
UGA3 YDL170W
GCR1 MRPL13
MED2 MRPL13
REB1 MRPL13
RFX1 MRPL13
XBP1 MRPL13
YAP1 MRPL13
YAP6 MRPL13
MED2 MEH1
RFX1 MEH1
SFP1 MEH1
XBP1 MEH1
YAP6 MEH1
STP1 RSC4
XBP1 RSC4
GCN5 FOX2
RFX1 FOX2
SPT10 FOX2
UME6 FOX2
UME6 FOX2
UME6 FOX2
UGA3 TOF2
MED2 YDL005C
REB1 YBR049C
SUA7 YPR086W
YAP6 YDR259C
SPT10 YJL127C
SPT10 YJL127C
SPT3 YDR392W
FHL1 PRY2
GCN5 PRY2
MED2 PRY2
RAP1 PRY2
SPT10 PRY2
SPT20 PRY2
SPT3 PRY2
SWI4 PRY2
UGA3 PRY2
WTM2 PRY2
YAP1 PRY2
YAP6 PRY2
SFP1 YPT52
FHL1 YPR104C
GCN4 YEL009C
REB1 YBR049C
TFC7 YOR110W
UGA3 YDL170W
REB1 MIC60
FHL1 YPR104C
INO4 YOL108C
MED6 YHR058C
RPD3 YNL330C
SIN4 YNL236W
TUP1 YCR084C
XBP1 YIL101C
MED2 IRS4
MED6 IRS4
SFP1 IRS4
TFC7 VPS51
XBP1 VPS51
YAP1 VPS51
FKH1 ALY1
LEU3 ALY1
RFX1 ALY1
YAP5 ALY1
YAP6 ALY1
REB1 NTR2
RFX1 NTR2
RPD3 NTR2
SFP1 NTR2
SFP1 NTR2
REB1 RQT4
RFX1 RQT4
RFX1 DBP7
SFP1 DBP7
YAP6 DBP7
MED4 RPC37
TFC7 RPC37
GCR1 GCN3
REB1 GCN3
SFP1 GCN3
ABF1 SET3
ABF1 GMH1
SFP1 GMH1
FKH1 SPO14
MED2 SPO14
MED4 SPO14
RFX1 SPO14
SPN1 SPO14
STP1 SPO14
XBP1 SPO14
YAP1 SPO14
YAP6 SPO14
SPT10 YJL127C
FKH1 DAL80
GCN4 DAL80
RFX1 DAL80
SPT10 DAL80
SUM1 DAL80
YAP5 DAL80
YAP6 DAL80
REB1 DID2
SPN1 DID2
SPT20 DID2
STP1 DID2
SUM1 DID2
UGA3 DID2
XBP1 DID2
YAP6 DID2
MED2 CAF4
STP1 CAF4
GCN5 SPC34
HCM1 SPC34
XBP1 SPC34
CIN5 KAE1
TFC7 KAE1
CIN5 GAP1
GCN5 GAP1
GZF3 GAP1
HCM1 GAP1
MED2 GAP1
MED4 GAP1
SFP1 GAP1
SPT3 GAP1
SUA7 GAP1
TUP1 GAP1
MET32 YDR253C
MET4 YNL103W
ASH1 YKL185W
RAP1 YNL216W
STE12 YHR084W
TFC7 YOR110W
XBP1 YIL101C
ASH1 UTH1
BUR6 UTH1
FKH2 UTH1
HFI1 UTH1
MCM1 UTH1
MET32 UTH1
MET4 UTH1
MOT3 UTH1
NDD1 UTH1
SFP1 UTH1
SIN3 UTH1
SIN4 UTH1
SKN7 UTH1
SKN7 UTH1
SPT20 UTH1
SPT3 UTH1
STE12 UTH1
SWI4 UTH1
SWI6 UTH1
YOX1 UTH1
ZAP1 UTH1
MED4 SHB17
RSF2 SHB17
SFP1 UIP5
SPT10 UIP5
UGA3 UIP5
XBP1 UIP5
GLN3 YER040W
XBP1 YIL101C
BUR6 PLN1
HAP1 PLN1
INO4 PLN1
MED4 PLN1
SFP1 PLN1
SRB5 PLN1
SUA7 PLN1
XBP1 PLN1
YAP5 PLN1
YAP6 PLN1
FKH1 NAP1
GCR1 NAP1
MED4 NAP1
REB1 NAP1
RFX1 NAP1
RGR1 NAP1
BUR6 FMP46
CAD1 FMP46
FKH1 FMP46
MED2 FMP46
MED4 FMP46
SUA7 FMP46
XBP1 FMP46
FKH1 TRK2
MED2 TRK2
MED4 TRK2
SPT10 TRK2
SUA7 TRK2
TFC7 TRK2
WTM1 TRK2
XBP1 TRK2
AFT1 MRS4
AFT2 MRS4
CAD1 MRS4
GCN5 MRS4
MSN2 MRS4
MSN4 MRS4
SFP1 MRS4
SKN7 MRS4
SPT3 MRS4
XBP1 MRS4
YAP1 MRS4
AFT1 YSR3
SFP1 YSR3
UME6 YSR3
YAP6 YSR3
FKH1 DYN1
SFP1 DYN1
SPT10 DYN1
XBP1 DYN1
YAP6 DYN1
FKH1 RHO4
MED4 RHO4
XBP1 RHO4
YAP6 RHO4
RAP1 TRM2
CST6 RPS21A
FHL1 RPS21A
GCR1 RPS21A
HSF1 RPS21A
IFH1 RPS21A
RAP1 RPS21A
REB1 RPS21A
SFP1 RPS21A
SPT10 RPS21A
RFX1 GLG1
SFP1 GLG1
UGA3 GLG1
XBP1 GLG1
CST6 TIF1
GCR1 TIF1
HSF1 TIF1
RAP1 TIF1
REB1 TIF1
SFP1 TIF1
SIN4 TIF1
SPT20 TIF1
TUP1 TIF1
SFP1 UTP30
YAP5 UTP30
RFX1 KTR2
SFP1 KTR2
SRB8 KTR2
STE12 KTR2
STE12 KTR2
STP1 KTR2
TEC1 KTR2
XBP1 KTR2
FKH1 TFA2
XBP1 TFA2
SFP1 LAS1
YAP6 LAS1
SRB5 OAF3
STP1 OAF3
ABF1 PAM17
GCR1 PAM17
RAP1 PAM17
SFP1 PAM17
CYC8 CCP1
FKH1 CCP1
MED2 CCP1
MSN2 CCP1
MSN2 CCP1
MSN4 CCP1
NRG1 CCP1
SPT3 CCP1
SUA7 CCP1
FKH1 GPT2
MSN2 GPT2
MSN4 GPT2
NRG1 GPT2
SUA7 GPT2
REB1 BET3
RFX1 BET3
SFP1 BET3
XBP1 BET3
YAP6 BET3
INO4 MET1
REB1 MET1
REB1 MET1
RFX1 MET1
SWI5 MET1
XBP1 MET1
FKH1 YIL131C
SFP1 YLR403W
SRB5 YGR104C
STP1 YDR463W
CAD1 DRE2
YAP1 DRE2
GCN5 SIS2
SFP1 SIS2
STP1 SIS2
TFC7 AIM29
XBP1 AIM29
YAP1 AIM29
YAP5 AIM29
FKH1 YIL131C
RFX1 YLR176C
RGT1 YKL038W
SKN7 YHR206W
STE12 YHR084W
XBP1 YIL101C
AFT1 ECM4
CST6 ECM4
REB1 ECM4
RFX1 ECM4
RGT1 ECM4
SKN7 ECM4
STE12 ECM4
SUA7 ECM4
YAP6 ECM4
MBP1 MSA2
BAS1 TRZ1
SFP1 TRZ1
BAS1 MTD1
BAS1 MTD1
BAS1 MTD1
FHL1 MTD1
GCN4 MTD1
GCN5 MTD1
PHO2 MTD1
RGR1 MTD1
SFP1 MTD1
SPT10 MTD1
UGA3 MTD1
MSN2 RPF2
SFP1 RPF2
TFC7 RPF2
MSN2 NUP133
TFC7 NUP133
SFP1 DAD2
STP1 DAD2
MED2 HBS1
UGA3 HBS1
YAP1 PRP16
REB1 OMA1
SFP1 OMA1
GCN5 TVP38
MED4 TVP38
MSN2 TVP38
SUA7 TGL4
SRB8 PXL1
SWI6 PXL1
XBP1 PXL1
RLM1 SRL3
STE12 SRL3
SUA7 SRL3
TEC1 SRL3
WTM1 SRL3
XBP1 SRL3
CHA4 SRP40
FHL1 SRP40
MED2 SRP40
RAP1 SRP40
RGR1 SRP40
SFP1 SRP40
SPT10 SRP40
YAP6 SRP40
ABF1 PTR2
ACE2 PTR2
BUR6 PTR2
CSE2 PTR2
GAL11 PTR2
GCN5 PTR2
GCR1 PTR2
HIR3 PTR2
HSF1 PTR2
MED2 PTR2
MET32 PTR2
MET4 PTR2
MSS11 PTR2
OAF1 PTR2
RPN4 PTR2
RTG3 PTR2
SFL1 PTR2
SFP1 PTR2
SKO1 PTR2
SPT20 PTR2
SPT3 PTR2
SPT7 PTR2
SRB2 PTR2
SRB8 PTR2
SSN2 PTR2
STP1 PTR2
SWI4 PTR2
TYE7 PTR2
UGA3 PTR2
UME6 PTR2
YOX1 PTR2
GCR1 RPL40B
IFH1 RPL40B
RAP1 RPL40B
RAP1 RPL40B
SFP1 RPL40B
UME6 RPL40B
XBP1 RPL40B
REB1 MLP1
RFX1 MLP1
YAP6 MLP1
GCN5 PCC1
STP1 PCC1
ABF1 ESL2
MED2 ESL2
REB1 ESL2
XBP1 ESL2
CAT8 PCK1
CAT8 PCK1
FKH1 PCK1
SFP1 PCK1
SIP4 PCK1
SIP4 PCK1
SIP4 PCK1
SPT10 PCK1
TUP1 PCK1
YAP6 UBP11
SFP1 SKG1
TFC7 SKG1
YAP6 SKG1
RAP1 SIR1
RGR1 SIR1
SFP1 SIR1
SFP1 SIR1
YAP6 SIR1
PHD1 FLO10
SFL1 FLO10
SOK2 FLO10
SPT10 FLO10
STP1 FLO10
RFX1 NFT1
RLM1 NFT1
SPT10 NFT1
STP1 NFT1
WTM2 NFT1
SPT10 YJL127C
UGA3 YDL170W
XBP1 YIL101C
YAP6 YDR259C
RAP1 VBA5
MED4 GEX2
SFP1 GEX2
SPT10 GEX2
XBP1 GEX2
YAP1 GEX2
YAP6 GEX2
MED4 DNM1
TFC7 DNM1
GCN5 RTT109
RAP1 RTT109
RFX1 RTT109
TFC7 RTT109
REB1 SFI1
SFP1 SFI1
GCN4 ORC3
RTG3 ORC3
SFP1 ORC3
SFP1 ORC3
STP1 ORC3
GCN4 SPO75
MED4 SPO75
RTG3 SPO75
SPT10 SPO75
SUM1 SPO75
BAS1 LMO1
CIN5 LMO1
GAT1 LMO1
HAA1 LMO1
RIM101 LMO1
RTG1 LMO1
TYE7 LMO1
YAP5 LMO1
SFP1 DRS1
ARG81 COX17
REB1 COX17
RFX1 COX17
RSF2 COX17
CBF1 PSR1
LEU3 PSR1
MED2 PSR1
MET32 PSR1
MET4 PSR1
RFX1 PSR1
SIN4 PSR1
TUP1 PSR1
YAP1 PSR1
MSN2 SOF1
PHO2 SOF1
SFP1 SOF1
TFC7 SOF1
ARG80 YEH1
FHL1 YEH1
MED2 YEH1
MET32 YEH1
MET4 YEH1
MSN2 YEH1
SFP1 YEH1
SPN1 YEH1
SWI4 YEH1
UME6 YEH1
YAP1 YEH1
MET32 PUF3
MET4 PUF3
REB1 PUF3
INO4 EMC6
MSN2 EMC6
SFP1 EMC6
XBP1 EMC6
GLN3 BPT1
PHO2 BPT1
RTG3 BPT1
SPT10 YJL127C
CST6 DPS1
GCR1 DPS1
GLN3 DPS1
PHO2 DPS1
RFX1 DPS1
RTG3 DPS1
SFP1 DPS1
SFP1 DPS1
SIN4 DPS1
XBP1 DPS1
RAP1 COX19
SFP1 COX19
SRB2 COX19
XBP1 COX19
CAD1 KNS1
MED4 KNS1
MSN2 KNS1
RGR1 KNS1
RPD3 KNS1
SFP1 KNS1
SKN7 KNS1
TFC7 KNS1
UME6 KNS1
YAP6 KNS1
ZAP1 YJL056C
ZAP1 YJL056C
ZAP1 YJL056C
CYC8 SPA2
GLN3 SPA2
REB1 SPA2
SFP1 SPA2
TFC7 SPA2
YAP6 SPA2
MED2 HIF1
SFP1 HIF1
YAP6 HIF1
HSF1 POM33
SPT6 POM33
SUA7 POM33
ADA2 SSA2
AFT1 SSA2
CST6 SSA2
FKH2 SSA2
GCR1 SSA2
HSF1 SSA2
HSF1 SSA2
MED2 SSA2
RAP1 SSA2
REB1 SSA2
RFX1 SSA2
RGR1 SSA2
SFP1 SSA2
SFP1 SSA2
SIN3 SSA2
SIN4 SSA2
SPT3 SSA2
SPT7 SSA2
TUP1 SSA2
XBP1 SSA2
CAD1 PAU17
SFP1 PAU17
SPT10 PAU17
AFT1 HSP104
AFT2 HSP104
BUR6 HSP104
CAT8 HSP104
CBF1 HSP104
CUP2 HSP104
FKH2 HSP104
FLO8 HSP104
GCN4 HSP104
GCN5 HSP104
HSF1 HSP104
MAC1 HSP104
NCB2 HSP104
RFX1 HSP104
RGM1 HSP104
RGR1 HSP104
RIM101 HSP104
RPD3 HSP104
RPN4 HSP104
SFP1 HSP104
SPT6 HSP104
SPT7 HSP104
SRB5 HSP104
STP1 HSP104
SUA7 HSP104
SWI4 HSP104
TFC7 HSP104
TUP1 HSP104
WTM2 HSP104
XBP1 HSP104
YHP1 HSP104
FHL1 ISA1
FKH2 ISA1
INO4 ISA1
MED2 ISA1
RGR1 ISA1
SFP1 ISA1
SPT3 ISA1
SPT6 ISA1
UGA3 ISA1
MET32 TPO1
BUR6 FRA1
MED4 FRA1
STP1 FRA1
UME6 FRA1
UME6 FRA1
SPT10 RRT7
UME6 GPI13
YAP6 GPI13
SFP1 IRC19
UGA3 IRC19
YAP5 IRC19
GCR1 RIX7
HCM1 RIX7
MED2 RIX7
MSN2 RIX7
PHO2 RIX7
RAP1 RIX7
REB1 RIX7
SFP1 RIX7
RFX1 GRC3
SFP1 GRC3
RFX1 PRP19
SFP1 PRP19
XBP1 PRP19
GCN4 YEL009C
SPT10 YJL127C
STB3 ENT4
BUR6 UBI4
FHL1 UBI4
FKH2 UBI4
GCN5 UBI4
HSF1 UBI4
MED2 UBI4
MED4 UBI4
NCB2 UBI4
RAP1 UBI4
REB1 UBI4
RGR1 UBI4
RPN4 UBI4
SFP1 UBI4
SPT3 UBI4
SPT6 UBI4
SPT7 UBI4
SRB5 UBI4
SUA7 UBI4
UME6 UBI4
UME6 UBI4
UME6 UBI4
YAP1 UBI4
YAP6 UBI4
FHL1 VPS13
REB1 VPS13
RGR1 VPS13
SPN1 VPS13
SPT2 VPS13
SPT6 VPS13
SRB5 VPS13
TFC7 VPS13
BUR6 SDH2
FKH1 SDH2
GCR1 SDH2
SPT3 SDH2
SUA7 SDH2
XBP1 SDH2
YAP1 SDH2
YAP6 SDH2
SFP1 ATG10
FHL1 FPS1
GCN5 FPS1
MED2 FPS1
STP1 FPS1
GCN4 YEL009C
GCR1 YPL075W
RAP1 YNL216W
RAP1 YNL216W
REB1 YBR049C
SPT10 YJL127C
CST6 RPL8B
FHL1 RPL8B
GCR1 RPL8B
HSF1 RPL8B
IFH1 RPL8B
RAP1 RPL8B
REB1 RPL8B
RFX1 RPL8B
RPD3 RPL8B
SFP1 RPL8B
SFP1 RPL8B
SIN4 RPL8B
SPT10 RPL8B
SPT20 RPL8B
XBP1 RPL8B
TFC7 RNP1
UME6 RNP1
YAP5 RNP1
GCN4 YEL009C
SPT10 YJL127C
UME6 YDR207C
BUR6 YBT1
CYC8 YBT1
GZF3 YBT1
SFP1 YBT1
GCN5 LDB18
GCR1 LDB18
SFP1 LDB18
YAP1 LDB18
YAP6 LDB18
FKH1 COF1
RGR1 COF1
SPT8 COF1
UME6 COF1
XBP1 COF1
RAP1 FRE6
RGR1 FRE6
TFC7 FRE6
CYC8 AQY2
RFX1 AQY2
RIM101 AQY2
SFP1 AQY2
STP1 AQY2
UME6 AQY2
YAP5 AQY2
CDC73 YLR418C
MED2 YDL005C
MED4 YOR174W
RIM101 YHL027W
SFP1 YLR403W
XBP1 YIL101C
ZAP1 YJL056C
CIN5 YOR028C
RFX1 YLR176C
UGA3 YDL170W
MED4 YCT1
MET32 YCT1
MET4 YCT1
MSN2 YCT1
SPT10 YCT1
TFC7 YCT1
RAP1 YNL216W
SPT10 YJL127C
SPT3 YDR392W
SRB5 YGR104C
TFC7 YOR110W
YRR1 YOR162C
YRR1 YOR162C
YRR1 YOR162C
CHA4 JLP1
MET32 JLP1
MET4 JLP1
SPT10 JLP1
STP1 JLP1
YAP6 JLP1
GCN5 YGR252W
MET32 YDR253C
MET4 YNL103W
MSN2 YMR037C
SFP1 YLR403W
MET32 YDR253C
MET4 YNL103W
BUR6 GTT2
MED2 GTT2
RGR1 GTT2
SPT10 GTT2
STP1 GTT2
YAP1 GTT2
YAP1 GTT2
GCN5 MMP1
HSF1 MMP1
MET32 MMP1
MET4 MMP1
SFP1 MMP1
SPT10 MMP1
MET32 MHT1
MET4 MHT1
SPT10 MHT1
YAP6 MHT1
MED2 AYT1
CDC73 PAU18
SFP1 PAU18
SPT10 PAU18
SPT10 YJL127C
MSN2 YMR037C
SFP1 YLR403W
FHL1 YPR104C
HFI1 YPL254W
MED2 YDL005C
MED4 YOR174W
REB1 YBR049C
UME6 YDR207C
XBP1 YIL101C
GCN4 YEL009C
MSN2 YMR037C
SFP1 YLR403W
CIN5 YOR028C
RFX1 YLR176C
TFC7 YOR110W
RFX1 NOC3
SFP1 NOC3
GCN5 CMS1
MOT3 CMS1
RAP1 CMS1
RAP1 CMS1
SFP1 CMS1
PDC2 THI73
SFP1 THI73
SPT10 THI73
THI2 THI73
